SMILES,pCHEMBL,Molecular Weight,logP 
CC(=O)Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1,6.94,349.35,2.07
Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(O)c3)c2n1,8.8,323.32,1.40
CC(C)c1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,8.82,349.40,2.82
Nc1nc(-c2ccco2)c2nnn(Cc3ccccn3)c2n1,7.92,293.29,1.51
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O,7.07,660.73,0.65
CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC)[C@@H](O)[C@H]3O)c2n1,6.1,405.52,1.71
CC(C)CCn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.79,479.93,4.45
Cn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.82,389.38,2.29
Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,7.0,256.69,3.66
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,8.43,447.47,4.10
Cn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.41,423.82,2.94
CCCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.93,465.52,4.87
Cn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1,7.11,423.44,3.61
Cn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,7.52,407.82,3.11
CC(C)CCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.8,505.58,5.55
Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,7.7,241.21,0.84
CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,7.02,450.89,4.83
CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.62,430.47,4.49
CCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.22,406.38,3.54
Nc1nc2c(cnn2CCCc2ccc3c(c2)OC(CO)(CO)O3)c2nc(-c3ccco3)nn12,9.72,463.45,1.40
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.96,345.37,2.56
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)N(CCCl)CCCl)cc2)c2nc(-c3ccco3)nn12,9.23,549.44,3.03
CC(=O)Nc1cc(-c2cccc(OC3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,8.7,406.49,2.99
Cc1[nH]c2nc(-c3ccccc3)nc(N[C@@H]3CCCCNC3=O)c2c1C,5.68,349.44,3.32
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,8.12,499.53,-0.16
CCCC1CCN(c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)C1,7.58,342.45,2.86
NCc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.89,388.44,2.41
COc1ccc(NC(=O)Nc2nc3nn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,6.92,494.52,4.63
CNc1ncnc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,6.79,350.40,-0.52
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCCN(C(C)C)C4CCCC4)nc32)[C@H](O)[C@@H]1O,8.15,770.94,2.51
CCCC/C=C/c1nc(N)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,7.69,335.43,1.58
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,6.96,308.30,-1.84
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)nc2n(CCCOC)c1=O,7.02,469.54,2.05
Oc1cc(-c2ccccc2)nc2ncccc12,5.7,222.25,3.00
C=CCCn1cnc2c(N)ncnc21,5.07,189.22,0.98
O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1ccccc1,6.64,419.49,4.99
COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3nn(CCc4ccccc4)cc23)cc1,5.95,449.51,5.00
CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn([C@@H]4C[C@H](NC(=O)C(C)(C)C)[C@@H](O)[C@H]4O)c3n2)c1,6.42,665.84,4.70
CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn([C@@H]4C[C@H](NC(=O)C5CCC5)[C@@H](O)[C@H]4O)c3n2)c1,7.4,663.83,4.45
CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn([C@@H]4C[C@H](NC(=O)Cc5ccccc5)[C@@H](O)[C@H]4O)c3n2)c1,5.78,699.86,4.90
CCC(=O)N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4cn(CC(=O)O)cn4)nc32)[C@H](O)[C@@H]1O,7.01,653.74,2.57
CCc1cnn([C@H]2C[C@@H](n3cnc4c(NCC(CC)CC)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)c1,7.47,550.71,3.21
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.96,450.89,4.83
CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,5.43,457.99,3.60
Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12,8.89,445.49,1.84
Nc1nc2c(cnn2CCN2CCN(c3ccc(OCCOC4CC4)cc3)CC2)c2nc(-c3ccco3)nn12,9.22,529.61,2.70
CC(=O)COc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,9.1,501.55,2.11
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3)CC2)c2nc(-c3ccco3)nn12,9.0,447.48,2.28
Nc1nc2c(cnn2CCCc2ccc(O)c(O)c2)c2nc(-c3ccco3)nn12,7.22,391.39,2.36
Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccco3)nc12,6.72,311.35,2.20
Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(F)cc3)nn12,6.9,373.40,3.11
COCC[C@@H]1CCCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.56,372.47,2.63
CC(=O)Nc1cc(N2CCC[C@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,6.36,407.48,2.68
CC1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.57,390.24,2.96
Nc1cc(C(=O)N2CCSCC2)cn2nc(-c3ccc(Br)o3)nc12,7.14,408.28,2.52
N#Cc1c(-c2ccc3c(c2)OCO3)cc(-c2ccco2)nc1N,7.58,305.29,3.19
Cc1cnn([C@H]2C[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)c1,6.64,464.53,0.84
Nc1nc(N[C@H](CO)Cc2ccccc2)nc2c1ncn2[C@@H]1C[C@H](n2ncc3ccccc32)[C@@H](O)[C@H]1O,5.27,500.56,1.68
CCCn1c(=O)c2[nH]c3cccnc3c2n(CCC)c1=O,6.24,286.34,1.86
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.21,626.67,2.67
CCC(C)Oc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.66,431.50,4.13
CS(=O)(=O)OCCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.34,497.54,2.30
Cn1c(=O)c2nc[nH]c2n(C)c1=O,4.55,180.17,-1.04
O[C@@H]1CS[C@@H](n2cnc3c(NCc4cccc(F)c4)ncnc32)[C@@H]1O,5.9,361.40,1.54
CC(=O)Nc1cc(-c2cccc(C(F)(F)F)c2)nc(-n2nc(C)cc2C)n1,8.7,375.35,3.92
CC(=O)Nc1cc(-c2cccc(OC3CCN(C)CC3)c2)nc(-n2nc(C)cc2C)n1,8.22,420.52,3.38
Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,6.3,251.29,2.89
Nc1nc(N2CCN(Cc3ccc(Br)cc3)CC2)nc2nc(-c3ccco3)nn12,7.56,455.32,2.45
CCCn1c(=O)n(C)c(=O)c2[nH]cnc21,5.8,208.22,-0.17
Nc1nc(-c2ncco2)c2nnn(Cc3ccccc3F)c2n1,7.39,311.28,1.65
Nc1nc(-n2cncn2)c2nnn(Cc3ccccc3F)c2n1,6.4,311.28,0.57
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)c4ccc(I)cc4)cc3)[nH]c2n(CCC)c1=O,8.67,572.40,4.24
COCCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc21,6.92,462.51,2.75
Cc1nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)no1,6.16,352.38,4.01
CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,6.57,458.44,3.25
Cn1cc2c(nc(NC(=O)Nc3ccoc3)n3nc(-c4ccco4)nc23)n1,6.4,364.33,2.51
Cn1cc2c(nc(NC(=O)Nc3cccc[n+]3[O-])n3nc(-c4ccco4)nc23)n1,6.96,391.35,1.55
Cn1cc2c(nc(NC(=O)Nc3cccc[n+]3C)n3nc(-c4ccco4)nc23)n1.[I-],7.19,517.29,1.74
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccoc1,6.79,396.41,3.78
CCCn1c(=O)[nH]c2cc(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)[nH]c2c1=O,5.19,436.44,3.25
Cc1ccc(Nc2[nH]c3ccccc3c3nc(C4CCCC4)nc2-3)cc1,5.28,342.45,5.77
CC(C)Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.49,439.47,0.34
CC(C)C/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.96,365.39,-0.54
Nc1nc(C(=O)NCc2ccccc2Cl)nc(-c2ccco2)n1,8.31,329.75,2.30
Cn1c(=O)c2c(nc3n2CCCN3C2CCC2)n(C)c1=O,6.07,289.34,0.20
Cn1c(=O)c2c(nc3n2CCCN3CCC2=CCCCC2)n(C)c1=O,6.03,343.43,1.53
N#Cc1cccc(-c2nc(Nc3ccncc3)sc2-n2cncn2)c1,5.38,345.39,3.40
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@](C)(O)[C@@H]1O,5.56,558.76,1.45
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,5.24,281.27,-1.59
OC[C@H]1O[C@@H](n2cnc3c(NC4CC4c4ccccc4)ncnc32)[C@H](O)[C@@H]1O,5.6,383.41,0.41
NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,6.39,266.26,-2.01
NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,6.31,266.26,-2.01
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(NS(C)(=O)=O)cc3)sc12,7.34,462.55,3.30
Clc1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1,6.5,306.76,4.34
Nc1nc(-n2cc(-c3ccc(Cl)cc3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.95,443.85,0.53
Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.57,390.24,2.96
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCC(c4ccccc4)c4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.8,519.01,2.75
CC(C)(C)C(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.23,370.42,1.06
CCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.36,403.45,3.35
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OC)cc3)nn12,6.05,322.37,3.02
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(C56CC7CC(CC(C7)C5)C6)nn4)nc31)[C@H](O)[C@@H]2O,5.48,710.28,4.40
CC(C)(C)CC(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.96,384.44,1.45
Nc1nc(O)nc2nc(-c3ccco3)nn12,6.7,218.18,0.07
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCC(=O)OCC)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.28,570.61,-0.57
S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccccc1,8.96,351.42,4.12
CCNc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1,5.61,395.51,4.42
CN(CCc1cccs1)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,5.09,394.52,5.37
O=C(c1ccc(Cl)s1)c1nc(NCc2cccnc2)nc2ccsc12,5.81,386.89,4.64
Cn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(C)c1=O,5.83,271.28,0.94
CCCn1c(=O)c2c(cc(-c3ccc(C)cc3)n2O)n(CCC)c1=O,6.4,341.41,3.00
CCCn1c(=O)c2c(cc(-c3ccc(N)cc3)n2O)n(CCC)c1=O,6.62,342.40,2.27
CCCn1c(=O)c2c(cc(-c3ccc(OC)cc3)n2O)n(CCC)c1=O,6.2,357.41,2.70
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC(F)(F)F)cc4)cc3)cc2n(CCC)c1=O,6.97,544.53,4.89
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,7.27,488.59,4.77
COc1ccccc1CN1CCCn2c1nc1c2c(=O)n(C)c(=O)n1C,4.95,355.40,0.85
Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CN(C)C)nc(-c3ccc(C)o3)n2)n1,9.0,460.54,3.93
CCCn1c(=O)c2nc(-c3cnn(CCCc4ccccc4)c3)[nH]c2n(CCC)c1=O,6.66,420.52,3.20
CC(C)Cn1c(=O)c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2n(CC(C)C)c1=O,5.96,420.52,3.11
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,6.15,496.52,0.11
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4cccc(C(=O)OC)c4)nc32)[C@H](O)[C@@H]1O,6.84,524.53,-0.11
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCCCO)nc32)[C@H](O)[C@@H]1O,5.96,432.48,-0.47
CCCCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@@H](O)[C@H]3O)c2n1,6.24,444.54,1.34
Cc1nc2c(=O)n(Cc3ccccc3)nc(Cl)c2c2cc(-c3ccccc3)nn12,5.5,401.86,4.12
CCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,7.08,258.29,0.48
c1ccc(Nc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,5.77,308.39,3.79
c1ccc(Sc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,4.85,325.44,4.20
CC(C)c1nc2c(=O)n(Cc3ccccc3)nc(-c3ccncc3)c2c2cc(-c3ccccc3)nn12,5.29,472.55,5.34
Cc1ccc2c(O)c(C(=O)NCc3ccc(NC(=O)c4ccccc4)cc3)cnc2n1,6.23,412.45,3.83
Nc1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,6.52,294.31,1.85
Cc1ccc2c(O)c(C(=O)NCc3ccc([N+](=O)[O-])cc3)cnc2n1,7.0,338.32,2.48
OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.34,371.78,-0.71
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)ncnc21,4.98,349.39,0.18
Nc1nc2c(ncn2Cc2ccccc2Cl)c2nc(-c3ccco3)nn12,8.77,365.78,3.02
Cc1ccc(-c2nc(N)c3nn(-c4ccccc4)cc3n2)o1,7.0,291.31,2.97
O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCCC1,6.71,343.43,4.94
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,10.0,407.43,-1.51
Nc1nc(-c2cnn(CC3CCCCC3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.06,429.48,0.46
CC(C)Oc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.88,417.47,3.74
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c(C(F)(F)F)c1,9.4,571.56,3.18
COc1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1,7.7,300.38,3.31
C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.75,385.42,0.48
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(Cc3cnccc3Cl)ccc1C2=O,10.0,398.85,4.58
Oc1cc(-c2ccccc2)nc2nc(F)ccc12,6.77,240.24,3.14
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)Cc4cccs4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.2,481.92,-0.02
CCCn1c(=O)c2[nH]c(-c3cc(=O)[nH]n3C)cc2n(CCC)c1=O,6.02,331.38,1.01
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12,9.1,512.55,0.53
Nc1nc2ccc(Cl)cc2n2nc(-c3ccccc3)nc12,6.79,295.73,3.18
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(C)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.43,442.91,1.43
CCCn1c(=O)c2nc(C34CCC(O)(CC3)CC4)[nH]c2n(CCC)c1=O,6.26,360.46,2.04
CCCn1c(=O)c2nc([C@H]3CC[C@H](C(=O)NCCN(C)C)CC3)[nH]c2n(CCC)c1=O,6.78,432.57,1.66
CCCn1c(=O)c2nc([C@H]3CC[C@H](COCc4ccccc4)CC3)[nH]c2n(CCC)c1=O,5.57,438.57,4.20
Cn1c(=O)c2c(nc3n2CCCCN3C2CCCCCCC2)n(C)c1=O,5.62,359.47,2.15
Fc1ccc(CNc2nc(-c3ccc(Cl)cc3)cc(C(F)(F)F)n2)cc1,6.34,381.76,5.57
Fc1ccc(CNc2nc(-c3ccccc3)cc(C(F)(F)F)n2)cc1,6.54,347.31,4.91
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.63,194.19,-1.03
COc1ccc(-c2cccc(-c3nc(N)nc(SC)n3)c2)cn1,7.64,325.40,2.91
Cc1cn2c(N)nc(-c3ccccc3)nc2n1,6.17,225.25,1.68
CCCCc1nc2[nH]cnc2c2nc(-c3ccccc3Cl)nn12,7.75,326.79,3.66
CCCCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12,7.15,292.35,3.01
N#Cc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.07,384.40,2.82
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.66,304.39,2.36
CCCCc1nc2[nH]ncc2c2nc(-c3ccc(OCC)cc3)nn12,5.57,336.40,3.41
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.66,308.30,-1.84
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4ccccc4C)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.42,442.91,1.43
CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.47,470.42,4.81
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,6.89,308.30,-1.84
N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2ccnc2)c1,5.57,344.40,4.01
Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.12,371.40,0.36
Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)c2c1C,5.81,336.44,3.96
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,7.25,510.29,0.41
CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O,5.47,364.41,2.12
CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)[nH]c2n(CCC)c1=O,5.92,493.96,3.93
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4noc(-c5ccccc5)n4)c3)nc2n(CCC)c1=O,5.75,460.50,2.67
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cccs4)cc3)cc2n(C)c1=O,7.82,410.46,3.04
Cc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C,7.72,331.44,4.08
CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c2c1,6.7,431.46,4.40
COc1ccc(NC(=O)Nc2nc3cnn(C)c3c3nc(-c4ccco4)nn23)cc1,7.17,404.39,2.92
Nc1nc(-c2ccco2)c2ncn(CCCc3ccccc3)c2n1,8.17,319.37,3.30
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,5.02,383.84,0.84
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(C)c1=O,6.88,473.53,2.69
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCc5ccccc5C4)cc3)cc2n(C)c1=O,7.36,444.49,2.93
Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(O)cc2)n(C)c1=O,6.2,355.40,0.59
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3F)CC2)c2nc(-c3ccco3)nn12,9.22,483.46,2.56
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.65,304.39,2.36
CC(C)[C@H](NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N1CCCC(C(N)=O)C1,4.3,644.86,3.75
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.96,345.37,2.56
CCN(CCc1ccccn1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.12,455.32,3.43
Nc1nc(/N=N/NC(=O)Nc2nccs2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.6,436.41,-0.70
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CCC)c1=O,6.4,460.46,3.64
COc1ccc(NC(=O)Nc2nc3cnn(CCc4ccccc4)c3c3nc(-c4ccco4)nn23)cc1,6.2,494.52,4.63
CCCCCc1ccc(C#Cc2nc(NOC)c3ncn([C@@H]4O[C@H](C(=O)NCC)[C@@H](O)[C@H]4O)c3n2)cc1,4.57,508.58,1.69
COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,5.86,404.39,2.92
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(Nc4cccnc4)nc32)c1,6.96,460.44,4.06
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.58,304.39,2.36
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@](C)(O)[C@@H]1O,6.66,322.33,-1.45
CCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,5.95,447.42,3.70
Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCCC4)c3)nc2n(C)c1=O,6.4,369.43,1.10
Nc1nc(C(=O)c2cccs2)c2sccc2n1,7.64,261.33,2.57
O=C(c1cccs1)c1nc(C(F)(F)F)nc2ccsc12,7.96,314.31,4.00
OC(c1ccccc1)c1nc(C(F)(F)F)nc2ccccc12,5.19,304.27,3.73
COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1,7.4,334.21,4.38
CN(C)c1nc(-c2ncc[nH]2)c2sccc2n1,6.52,245.31,2.15
COc1nc(-c2cccs2)c2sccc2n1,6.35,248.33,3.43
Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3[N+](=O)[O-])c2n1,8.18,337.30,2.02
Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)c2c1C,5.79,336.44,3.96
Nc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,8.6,307.32,1.69
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(C(=O)O)c3)c2n1,6.08,336.31,1.81
COc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,8.74,322.33,2.12
Cc1ccccc1Cn1nnc2c(-c3ccco3)nc(N)nc21,8.52,306.33,2.42
Nc1nc(-c2ccco2)c2nnn(Cc3ccc(F)cc3F)c2n1,8.7,328.28,2.39
Cc1ccc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)o1,8.68,324.32,2.56
CCCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.93,417.47,3.74
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,8.19,529.02,2.26
COc1cncc(-c2cc(NC(=O)CN3CCOCC3)nc(-n3nc(C)cc3C)n2)c1,7.31,423.48,1.62
CC(=O)Nc1cc(-c2cccc(N3CCCOCC3)n2)nc(-n2nc(C)cc2C)n1,8.64,407.48,2.53
COC1CN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)C1,7.75,393.45,2.13
