SMILES,pCHEMBL,Molecular Weight,logP 
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cccc(I)c1,9.64,572.44,3.36
CC1CN(c2nc3ccccc3n2C2CCN(C3(C)CCCCCCC3)CC2)CC(C)N1,7.75,437.68,5.36
CN1CCC23CC1CCC2Oc1c(O)cccc13,5.12,245.32,2.28
Oc1cccc2c1OC1CCC3CC21CCN3CCc1ccccc1,6.43,335.45,3.89
CCCC1CC(C)(c2cccc(O)c2)C(C)CN1CCCc1ccccc1,7.13,365.56,5.79
Cc1ccc2c(c1)N(C)C(=O)C21CCN(CC2CCCCCCC2)CC1,5.62,354.54,4.67
CN1C(=O)C2(CCN(CC3CCCCCCC3)CC2)c2cc(F)ccc21,6.6,358.5,4.5
CN(C(=O)C1Cc2cccc(NS(C)(=O)=O)c2O1)C(CN1CCC(O)C1)c1ccccc1,8.41,459.57,1.63
CC(=O)OC1CC(C(=O)N2CCCC2C(=O)OCc2ccccc2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.46,605.68,4.56
CC(=O)N1CC2CC(C)(c3cccc(O)c3)C(C)CN2CC1c1ccccc1,6.21,378.52,3.96
CC1CN(CCc2ccccc2)CCC1(C)c1cccc(O)c1,7.77,309.45,4.23
CNC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.7,447.48,2.79
COC(=O)C1CC(OC(=O)C=C(C)C)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.16,472.53,3.95
O=C(NCCC1CN=C(c2ccccc2)c2ccccc2N1)c1ccc(F)cc1,9.55,387.46,4.28
COC(=O)C1CC(OC(=O)C=Cc2ccc3c(c2)OCO3)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.3,564.59,4.42
CN(C(=O)Cc1ccc2sccc2c1)C1CCCCC1N1CCCC1.Cl,7.03,393,4.31
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(N)=O,8.0,1534.89,
CCCCCCCCN1CCC2(C)c3cc(O)ccc3CC1C2C,5.64,329.53,5.28
Clc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1,6.0,322.84,5.11
COC12CCC3(CC1CNC(=O)C=Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,7.38,486.61,3.67
COc1ccc(C=CC(=O)NCC2CC34CCC2(OC)C2Oc5c(OC)ccc6c5C23CCN(C)C4C6)cc1,6.17,530.67,3.98
CC1CN2CCN(Cc3ccccc3)CC2CC1(C)c1cccc(O)c1,8.08,350.51,3.88
CC1CN2CCN(Cc3ccccc3O)CC2CC1(C)c1cccc(O)c1,7.12,366.51,3.58
CC1CN2CCN(Cc3ccoc3)CC2CC1(C)c1cccc(O)c1,6.92,340.47,3.47
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC2CC2)CCC314,6.39,355.43,1.83
O=C(CC=Cc1ccc(Cl)cc1)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,7.86,519.04,4.41
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3-c3ccc(OC)cc3)CC12C,7.8,538.59,4.68
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3-c3cccc([N+](=O)[O-])c3)CC12C,6.35,553.56,4.58
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3-c3ccc([N+](=O)[O-])cc3)CC12C,6.77,553.56,4.58
C=CCN1CCC23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)C68CCCCC6C(C7)N(CC6CCC6)CC8)c4OC2C(=O)CCC3(O)C1C5,9.89,805.07,8.09
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.89,311.47,4.25
O=C(CCCCCCCCC(=O)Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.49,835.14,8.49
O=C(O)CCCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,7.55,495.7,6.66
CCCCCCCCN1CCC2(C)c3cc(O)ccc3CC1C2C,7.11,329.53,5.28
Oc1ccc2c(c1)C1(CCCCCc3ccccc3)CCN(CC3CC3)CC1O2,8.43,391.56,5.31
Cc1ccc2nc(O)n(C3CCN(C(=O)OCc4cc5c(cc4Cl)OCO5)CC3)c2c1,6.1,443.89,4.41
O=c1c(-c2ccc(C(F)(F)F)cc2)cccn1C(CN1CCCC1)c1ccccc1,8.06,412.46,5.22
Oc1ccc2c(c1)C1(CCCCc3ccccc3)CCN(CCc3ccccc3C(F)(F)F)CC1O2,5.75,495.59,6.77
OC1(c2ccccn2)CCN(C(c2ccccc2)c2ccccc2)CC1,4.88,344.46,4.15
OC1(c2cccs2)CCN(C(c2ccccc2)c2ccccc2)CC1,5.47,349.5,4.82
CCCC(c1ccccc1)N1CCC1C(N)c1cccc(Cl)c1,5.14,328.89,4.96
O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,7.0,413.52,4.41
Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCN)cc3)ccc2n1,5.37,483.62,4.79
COC12CCC3(CC1C(C)(O)CC(C)(C)c1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.06,543.75,5.74
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,6.68,356.51,3.25
C=C(C(N)=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCN(C(=O)C(N)Cc2c(C)cc(O)cc2C)C1)c1ccccc1,6.62,650.78,2.84
Cc1cc(NCC(=O)Nc2ccccc2)c2ccccc2n1,8.99,291.35,3.59
CC(=O)Nc1nc2c(s1)CC1C3Cc4ccc(O)cc4C1(CCN3CC1CC1)C2,9.77,409.56,3.5
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CN1C(=O)CN(C)C,7.79,550.74,3.35
NC(=O)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,7.48,339.48,3.65
NC(=O)c1ccc2c(c1)CCCN2c1cc(F)c(CNC2Cc3ccccc3C2)c(F)c1,6.2,433.5,4.41
CCCC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,8.0,460.52,3.78
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1C(=O)NCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.55,732.97,5.8
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1Cc1sc(NC(C)=O)nc1C3,8.05,423.58,3.8
CCOCOC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,8.6,448.51,3.45
COc1cc(C=CC(=O)N2CCC(n3c(O)nc4ccccc43)CC2)c([N+](=O)[O-])cc1OC,5.39,452.47,3.54
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1Cc1sc(N)nc1C3,7.31,381.55,3.43
CCNC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,5.55,375.47,3.96
NC(=O)c1ccc(Oc2ccc(CCNCCc3ccccc3)cc2)nc1,7.63,361.45,3.35
CCCC1CC(C)(c2cccc(O)c2)C(C)CN1CCC,6.44,289.46,4.57
CCCC1CC(C)(c2cccc(O)c2)C(C)CN1CC,6.57,275.44,4.18
O=C1NCN(c2ccccc2)C12CCN(Cc1cc3c(cc1Cl)OCO3)CC2,8.24,399.88,3
COC(=O)C12CN(C)CC(C(=O)OC)(C1=O)C(c1ccc3ccccc3n1)N(C)C2c1ccc2ccccc2n1,6.72,538.6,3.34
COC12CC(O)C3(CC1C(C)O)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,6.28,387.48,1.19
C=CCOC12CCC(NC(=O)C=Cc3ccccc3)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,10.1,512.65,4.36
O=C(C=Cc1ccccc1)NC1CCC2(OC(=O)c3ccccc3)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.96,576.69,5.02
COC12CCC3(CC1CNCC=Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.75,472.63,4.14
OC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,6.96,438.4,6.6
COc1cccc(CN2CCCC2CN=C(S)N2Cc3ccccc3CC2CNC(=O)Nc2ccccc2)c1O,6.26,559.74,4.9
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,10.47,297.44,3.86
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,9.72,297.44,3.86
CC(C)Oc1ccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)cc1,8.27,536.76,7.05
CC(C)S(=O)(=O)N1CCN(Cc2ccccc2C2(O)CCN(C(c3ccccc3Cl)c3ccccc3Cl)CC2)CC1,6.73,616.66,5.92
NCc1ccccc1C1(O)CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,5.68,441.4,5.53
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccccc5Cl)C(C2)N(CC2CC2)CCC314,8.05,519.04,4.32
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)O,8.51,2148.51,
O=C(Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)c1ccc(C(=O)Oc2ccc3c(c2)C24CCCCC2C(C3)N(CC2CCC2)CC4)cc1,8.38,753.04,9.84
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccccc4)C(C2)N(C)CCC315,7.62,500.64,3.97
COC12C=CC3(C4CN(C(=O)C=Cc5ccc(C)cc5)CC41)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.85,510.63,3.7
Cl.OC12CCCCC13CCN(CC1CCC1)C2Cc1ccc(OCc2ccccc2)cc13,7.55,454.05,5.24
OC1(Cc2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,5.84,357.5,4.85
CC(C)(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,5.97,323.48,4.65
CCCCC1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,5.34,323.48,4.79
CCCCC(=O)NCCc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,9.17,541.69,4.42
NCc1ccccc1C1(O)CCN(C(c2cccc(F)c2)c2cccc(F)c2)CC1,6.11,408.49,4.5
CCCCC(c1ccccc1)N1CCC(O)(c2ccccc2CN)CC1,7.82,352.52,4.36
CCCCC(c1cccc(F)c1)N1CCC1C(N)c1cccc(Cl)c1,5.38,360.9,5.48
CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)NCc2ccccc23)CC1,5.42,354.54,4.25
CN1Cc2ccccc2C2(CCN(C3CCC(C(C)(C)C)CC3)CC2)C1=O,6.75,368.57,4.6
O=C1Cc2ccccc2N1C1CCN(C2CCC3CCCc4cccc2c43)CC1,6.17,386.54,5
CC(c1ccccc1)N1CCC(N2C(=O)Cc3ccccc32)CC1,6.37,320.44,3.8
O=C1Cc2ccccc2N1C1CCN(Cc2ccccc2)CC1,7.07,306.41,3.24
Oc1cccc(C23CCN(CCc4ccccc4)C(CC(O)C2)C3)c1,6.87,337.46,3.49
Oc1cccc(C23CCN(CCc4ccccc4)C(C2)C2CCCCC2C3)c1,7.09,375.56,5.55
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1Cc1c([nH]c2ccccc12)C3,7.77,384.52,4.57
CC1CC2CC(c3cccc(O)c3)(CCN2C)C1,6.52,245.37,3.15
NC(=O)c1ccc(Oc2ccc3c(c2)CCCN(CCc2ccccc2)C3)nc1,6.44,387.48,3.96
CNCC(Cc1ccccc1)N(C)CC(Cc1ccc(O)cc1)N(C)CC(N)Cc1ccc(O)cc1,4.65,490.69,3.27
CNCC(Cc1ccccc1)N(C)CC(Cc1ccc(O)cc1)N(C)CC(Cc1ccc(O)cc1)N(C)C,4.98,518.75,3.88
CNC(Cc1ccc(O)cc1)CN(C)C(CNCc1ccccc1)Cc1ccc(O)cc1,5.41,433.6,3.56
CC1C(=O)N(C2CCN(C3CCC(C(C)C)CC3)CC2)c2ccccc21,7.38,354.54,4.82
CC1C(=O)N(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,7.41,340.51,4.71
CC(C)CCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,7.11,353.47,3.77
NC(=O)c1ccc(Oc2ccc(CCN3CCc4ccccc4C3)cc2)nc1,6.73,373.46,3.57
COC(=O)C1CC(OC(=O)Nc2ccccc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.03,509.56,4.69
CNCC(Cc1ccc(O)cc1)N(Cc1ccccc1)CC(N)Cc1ccc(O)cc1,4.84,419.57,3.3
CN1c2ccccc2C(c2ccccc2)=NCC1CCNC(=O)c1ccc([N+](=O)[O-])cc1,9.33,428.49,4.07
COc1cccc(CN2CCCC2CN=C(S)N2Cc3ccccc3CC2CNC(=O)Nc2ccccc2)c1OC,7.4,573.76,5.2
[H]C([H])([H])Oc1cc(I)c(OC)cc1CCNCc1ccccc1OC([H])([H])[H],6.54,439.33,3.65
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.96,318.87,4.89
CN1CCN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CC1,7.75,439.65,3.9
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccc(C(F)(F)F)cc1.O=C(O)C(=O)O,8.0,604.58,3.77
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccc(Cl)cc1.O=C(O)C(=O)O,8.15,571.03,3.41
O=C1NCN(c2ccccc2)C12CCN(C1Cc3ccccc3C1)CC2,6.79,347.46,2.58
Cc1cnccc1C(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,7.58,461.56,2.46
COc1cc(C(=O)NC2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC3CC3)C2O6)ccn1,9.34,477.56,2.16
O=C(NCCc1ccccc1)c1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,8.66,561.68,4.55
O=C1CCC2(NCCCCc3ccc(Cl)cc3)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.36,507.07,4.8
CN(CC=Cc1ccccc1)C1CCc2ccc(O)cc2C1(C)C,6.68,321.46,4.63
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccccc5C)C(C2)N(CC2CC2)CCC314,8.74,498.62,3.97
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccc(C)cc5)C(C2)N(C)CCC314,7.08,458.56,3.19
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCC(O)C2)C1,9.66,414.33,1.66
COC12CCC3(CC1C(O)c1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.06,473.61,4.35
CC(=O)OC1CC(CO)C2(C)CC(=O)C3COC(c4ccoc4)CC3(C)C2C1=O,6.0,404.46,2.47
CCC(=O)N(CC)C1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.42,473.57,3.7
CCCC1CCC(N2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)CC1,5.22,369.47,5.35
COc1ccccc1CN1C2C3C4CC5C6C4C2C6C1(O)C53,5.96,295.38,1.96
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,8.34,981.17,-2.55
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCC2(CC1CN1CCCC1)SCCS2,8.3,445.48,4.8
CC1CN2CC(c3ccccc3)CCC2CC1(C)c1cccc(O)c1,8.49,335.49,4.94
CC1CN2CC(c3ccccc3)N(Cc3ccccc3)CC2CC1(C)c1cccc(C(N)=O)c1,6.34,453.63,5.01
CC1CN2CC(c3ccccc3)N(C)CC2CC1(C)c1cccc(O)c1,7.89,350.51,4.05
CC(=O)OC1CC(COC(=O)C2CC2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.66,472.53,3.78
COC(=O)C1CC(Br)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.38,453.33,3.83
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)Cc5ccc(Cl)cc5)C(C2)N(CC2CC2)CCC314,8.04,507.03,3.85
O=c1c(-c2cc3ccccc3o2)cccn1C(CN1CCCC1)c1ccccc1,6.57,384.48,4.95
CNC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(C)C)C(N)=O,8.26,1039.21,
CN(C(=O)Cc1csc2ccccc12)C1CCCCC1N1CCCC1.Cl,7.16,393,4.31
O=c1c(-c2ccc(Cl)cc2Cl)cccn1C(CN1CCCC1)c1ccccc1,8.64,413.35,5.51
CC1C2Cc3ccc(C(=O)Nc4ccccc4)cc3C1(C)CCN2CC1CC1,6.57,374.53,4.87
COc1ccc(C2CC=CCN(C(CN3CCCC3)c3ccccc3)C2=O)cc1,7.66,390.53,4.4
CN(C(=O)C1C(c2ccccc2)=C1c1ccccc1)C1CCCCC1N1CCCC1,7.5,400.57,5.09
COc1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)c1,6.8,584.5,4.93
CNC(=O)c1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)Cn3c(=O)cnc4cc(Cl)c(Cl)cc43)cc2)c1,5.7,608.53,4.26
CNC(=O)c1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)Cn3c(=O)cnc4cc(C)c(C)cc43)cc2)c1,5.4,567.69,3.57
Oc1ccc2c(c1)C13CCN(CC4(O)CC4)CC1(C2)Cc1cc2ccccc2nc1C3,6.06,412.53,3.75
CN1CCC23c4c5ccc(O)c4OCOC46CCC2(OC(C(=O)N4Cc2ccccc2)C63)C1C5,6.32,460.53,2.54
C=CCN1CCC23c4c5ccc(O)c4OCOC46CCC2(OC(C(=O)N4Cc2ccccc2)C63)C1C5,6.64,486.57,3.1
COC(=O)CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCC(O)C3)CCCC21,6.77,512.43,2.13
CN1CCC23c4c5ccc(O)c4OC2C2(OCCF)C=CC3(CC2C(C)(O)CCc2ccccc2)C1C5,10.1,505.63,4.34
CC1CN(CC(Cc2ccccc2)C(=O)NC(Cc2cccc3ccccc23)C(=O)O)CCC1(C)c1cccc(O)c1,7.08,564.73,5.82
CC1CN(CCC(=O)N(Cc2ccccc2)C(Cc2ccccc2)C(=O)O)CCC1(C)c1cccc(O)c1,6.26,514.67,5.11
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,5.91,332.5,5.71
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(N)=O,6.47,1444.76,
C=C1CCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1,7.54,367.32,4.18
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc3ccccc23)cc1,5.78,398.55,5.51
CCCCCCC(c1ccccc1)N1CCC1C(N)c1cccc(Cl)c1,5.54,370.97,6.13
O=c1c(-c2ccc(F)cc2)cccn1C(CN1CCCC1)c1ccccc1,7.46,362.45,4.34
O=C(Cn1c(=O)cnc2cc(Cl)c(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCCC1,5.5,499.44,4.57
COCCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,6.0,504.5,5.32
CCCC(c1ccccc1)N1CCC1C(N)c1cccc(Cl)c1,5.53,328.89,4.96
COc1ccccc1-c1cccn(C(CN2CCCC2)c2ccccc2)c1=O,7.71,374.48,4.21
COc1ccc2c3c1OC1C(=O)CCC4(OC(=O)C=Cc5ccc(Cl)cc5)C(C2)N(CC2CC2)CCC314,7.28,520.03,4.75
O=C(C=Cc1ccccc1Cl)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.57,507.03,3.81
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.62,427.59,3.63
COC(=O)C1CC2(C)C(CCC3(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C32)C(=O)O1,6.44,424.45,1.21
CN1CCC23c4c5ccc(O)c4OC2(C)C(=O)C=CC3(NC(=O)C=Cc2ccc([N+](=O)[O-])cc2)C1C5,6.74,487.51,2.66
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,8.09,321.46,4.16
CC1C2Cc3ccc4c(N)ncnc4c3C1(C)CCN2CC1CC1,9.0,322.46,3.15
CC1C2Cc3cc4nc[nH]c(=O)c4cc3C1(C)CCN2CC1CC1,7.92,323.44,2.86
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cnc2ccccc2c1,9.24,497.6,3.3
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccccc1,7.38,446.55,2.75
O=S(=O)(c1ccccc1-c1ccc(CN2CC3CCCC2C3)cc1)N1CCCC1,8.74,410.58,4.51
CC1CN(CC(Cc2ccccc2)C(=O)NC(CCCN)C(=O)O)CCC1(C)c1cccc(O)c1,6.7,481.64,3.16
CC(NC(=O)C(Cc1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,6.04,438.57,3.44
COC(=O)C1CC(NS(C)(=O)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.58,467.54,1.99
CC1CN(CC(Cc2ccccc2)C(=O)NC(CC2CCCCC2)C(=O)O)CCC1(C)c1cccc(O)c1,6.14,520.71,5.39
COc1cc(CC(=O)N(C)C(CN2CCC(O)C2)c2ccccc2)c(S(=O)(=O)N(C)C)cc1OC,8.8,505.64,1.76
NC(=O)c1ccc2c(c1O)C13CCN(CC4CC4)C(C2)C1(O)Cc1c([nH]c2ccccc12)C3,9.09,443.55,2.78
CC1CN(CC(Cc2ccccc2)C(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(=O)O)CCC1(C)c1cccc(O)c1,6.8,590.76,6.33
CC1CN(CCC(=O)N(c2ccccc2)C(Cc2ccccc2)C(=O)O)CCC1(C)c1cccc(O)c1,5.85,500.64,5.11
CC1CN(CCC(=O)NC(CCc2ccccc2)C(=O)O)CCC1(C)c1cccc(O)c1,6.16,438.57,3.58
CC1C2Cc3cc4cc[nH]c(=O)c4cc3C1(C)CCN2CC1CC1,9.13,322.45,3.46
COC(=O)C1CC(OC(C)=O)CC2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.55,418.49,3.82
CC1C2Cc3ccc4c(NCc5ccccc5)ncnc4c3C1(C)CCN2CC1CC1,6.62,412.58,5.18
COC12CCC3(CC1C(C)(O)CC1CCCC1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.16,493.69,4.95
CN1CC(O)C2(c3cccc(O)c3)CCCC1C2,5.42,247.34,1.88
CN1C2CCCC(c3cccc(O)c3)(C2)C1CO,6.32,247.34,1.88
COC12CCC3(CC1C(O)CCC1CCCCC1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.07,507.72,5.34
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,8.46,356.51,3.25
Cc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,5.39,357.5,5.07
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,6.44,343.47,4.76
COC(=O)c1cccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1,5.37,392.46,3.17
Cc1ccc(C(=O)Nc2nc3ccccc3n2CCCN2CCCC2)cc1,6.06,362.48,4.08
Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccc(Cl)cc4)C(C)(C)C)ccc3C2)cc1,7.08,554.16,5.43
Cc1cc(C)c(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccc(Br)cc4)C(C)(C)C)ccc3C2)c(C)c1,6.15,626.66,6.15
NC(=O)c1ccc(Oc2ccc3c(c2)CCCN(CCCC2CCCCC2)C3)nc1,6.15,407.56,5.08
CCC(CC)CN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,7.21,367.49,4.16
CC(C)(C)CCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,7.14,367.49,4.16
CCCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,6.97,353.47,3.91
Cc1cc(O)cc(C)c1CC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC1Cc2ccccc2CN(CCC(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(F)cc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCNC(=N)N)C(N)=O)C1=O,7.08,1577.84,
Oc1ccc2c(c1)C13CCN(CC4CC4)CC1(C2)Cc1c([nH]c2ccccc12)C3,7.17,384.52,4.57
O=C(OC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1cnc2ccccc2c1,6.83,496.56,3.94
